image_id,brightness,contrast,colorfulness,sharpness,quality_factor,bitrate,hxw,deep_feature,,Optimal_Score
28311109,0.102071939,0.111772638,0.354911165,7.808797137,80,0.05975,1228800,58,,
30054528,0.241122387,0.212327174,0.374259899,17.60509263,77,0.150297872,6016000,121,,
31286602,0.386489963,0.289068068,0.451897971,20.58160401,99,0.906473958,2568015,132,,
31490353,0.473753666,0.348553991,0,22.32683931,100,0.64968504,4018800,116,,
33000255,0.117730328,0.137848134,0.397628763,7.89570866,75,0.041341146,3145728,21,,
34713269,0.233946527,0.165917052,0.412663727,13.33770936,83,0.21434131,5038848,44,,
34796696,0.730781015,0.149085494,0.413569531,10.91421264,98,0.46484375,1572864,188,,
35002160,0.171493795,0.071052552,0.010083721,17.15339048,99,0.515,6291456,121,,
35311267,0.658172021,0.386509333,0.015796707,6.852576725,96,0.196666667,1228800,116,,
36434642,0.618707768,0.374437607,0.295913083,8.355493579,90,0.020447531,7962624,45,,
36869449,0.639666504,0.384114174,0.116566042,18.6464411,99,0.797016715,5038848,130,,
37951657,0.811785784,0.244329793,0.161252084,17.94491878,71,0.326060241,982984,158,,
38056572,0.484463511,0.363982331,0.105838825,22.11035384,84,0.180625,4915200,78,,
39540491,0.620269511,0.103656981,0.472822435,13.7536635,97,0.417563389,1552320,7,,
41130035,0.496936451,0.308730566,0.294375769,18.26803527,84,0.336,1920000,36,,
42490373,0.588120087,0.213878584,0.316240854,17.41317305,83,0.326933333,1920000,30,,
42614998,0.334470357,0.204407264,0.352707667,18.7621957,77,0.215089163,3499200,103,,
43749901,0.435545769,0.247172085,0.065214106,6.644389505,74,0.051499423,1775616,91,,
44009500,0.553416445,0.313300965,0.4224513,6.188544722,94,0.184,1920000,190,,
45015821,0.601643207,0.210332886,0.43370851,10.45224359,99,0.538389785,7809936,100,,
45323583,0.114199296,0.173424401,0.204620367,13.63455003,94,0.091363695,18822188,160,,
45917867,0.206495607,0.154359534,0.303652417,9.641256554,98,0.548333333,6291456,95,,
46116416,0.579428135,0.2347921,0.264238118,19.81048491,100,0.916483631,925136,93,,
46658329,0.552829942,0.323536065,0.147327709,21.96747369,97,0.721599097,2266880,83,,
46667675,0.112334582,0.102992055,0,10.07359686,85,0.192586688,3211520,146,,
46766983,0.078742223,0.058124848,0.087173028,19.27244625,92,0.295,1228800,27,,
47095522,0.614685808,0.361354583,0.254892907,9.094965413,80,0.07080891,1091840,172,,
47612135,0.21477835,0.084274676,0.325860777,8.380077152,99,0.388684255,6016000,168,,
49445241,0.746885124,0.15535831,0.086282952,9.541724801,80,0.033626374,2795520,185,,
49874259,0.360168562,0.271606353,0.402470854,18.43684879,73,0.215820313,3145728,69,,
50012842,0.539078307,0.300025986,0.131538303,22.7366933,99,0.864654598,3917056,143,,
51433626,0.198546692,0.099510348,0.044476611,7.596073231,90,0.2,1920000,199,,
52196600,0.232789047,0.288866387,0.043307171,7.561122246,72,0.04453125,786432,150,,
52568944,0.387665094,0.246817857,0.440665061,5.629382769,80,0.072316384,1699200,193,,
53065971,0.482112734,0.231450783,0.302766415,6.449567014,90,0.127025463,3538944,103,,
56278886,0.132956419,0.12220243,0.221764677,7.045944606,96,0.2663659,5038848,4,,
57501165,0.123123802,0.217145466,0.377471765,11.27698855,99,0.393481481,1080000,30,,
58449294,0.126314031,0.090497328,0.407352163,9.698384632,90,0.13671875,786432,129,,
61745002,0.091807147,0.157081233,0.281335641,12.62941861,98,0.442386831,1990656,187,,
62049415,0.343556582,0.108722877,0.463993503,13.36576205,99,0.957866667,4915200,183,,
62339435,0.244500865,0.164176104,0.348476281,10.79303832,94,0.188599983,5250308,103,,
62458506,0.65928606,0.118691031,0.356122125,13.73820951,99,0.990244574,8185344,164,,
62503983,0.06429012,0.066746209,0.09478499,14.19032649,99,0.484266667,4915200,184,,
63121245,0.644354782,0.227219589,0.151139019,12.94855105,99,0.491692986,11153408,49,,
63888840,0.24563764,0.16106299,0.421807235,12.083808,96,0.658155128,3871488,15,,
63920904,0.600511333,0.360428567,0.047409183,23.08297771,100,0.485866667,1920000,147,,
66839471,0.566731851,0.199515027,0.450641946,12.81122977,100,0.696625514,7962624,113,,
68605475,0.767792743,0.086453564,0.114360797,6.060377833,80,0.057066667,1920000,101,,
69161613,0.610148383,0.148089719,0.402912229,17.88338677,93,0.61328125,1310720,90,,
69754716,0.281597007,0.248944483,0.412648022,15.08398936,97,0.96585252,1172500,199,,
70164643,0.160076406,0.079730513,0.296774564,18.80813051,97,0.277822161,5510435,19,,
70272233,0.107565248,0.05786182,0.125179724,6.958583129,100,0.3776,1920000,58,,
71458295,0.397845814,0.228035894,0.477890411,10.54145274,100,0.58527703,3314440,63,,
71775760,0.098638718,0.132865608,0.054665428,8.65312598,100,0.632833169,1872359,56,,
73558937,0.551701126,0.401096318,0.450063944,16.88884038,97,0.249339997,7990272,108,,
79475896,0.502036466,0.399294875,0.399040175,8.277351051,80,0.087239583,3145728,60,,
80184044,0.278369268,0.191771067,0.340378505,6.116199187,98,0.365,6291456,106,,
80417582,0.193963897,0.163385101,0.422003858,11.69935219,80,0.118333333,1228800,138,,
80498915,0.716242072,0.340574699,0.056190379,18.76341343,99,0.8125,786432,52,,
80954980,0.426413919,0.214544326,0.430179114,10.27789062,83,0.174814815,7077888,93,,
81006585,0.167047877,0.129672752,0.113912907,10.57687361,71,0.151041667,786432,184,,
81292981,0.07633195,0.065610269,0.275415949,7.191803808,80,0.04525,1228800,96,,
82183009,0.276369107,0.271376471,0.269183373,11.42034412,73,0.246028097,1252800,12,,
82421401,0.269027057,0.346710453,0.086684622,6.203796205,80,0.099413834,1091840,42,,
82824130,0.161543379,0.292191726,0.011746331,6.35899265,97,0.4057918,5038848,51,,
83935018,0.464642728,0.378687029,0.378502243,18.553694,99,0.956085433,3871488,34,,
84018414,0.325650358,0.216850216,0.269749808,15.58645522,100,0.871460847,6112456,54,,
85119046,0.322593784,0.147867572,0.468017465,10.29475337,95,0.335423725,3188646,89,,
85240920,0.471430281,0.307242121,0.233757923,8.397604094,97,0.373333333,1228800,172,,
86243803,0.372139853,0.176779198,0.422386962,5.580019244,97,0.237254513,3871488,186,,
86543550,0.720690868,0.266220228,0.192159138,18.02463042,99,0.953179548,4488336,196,,
87511338,0.679861614,0.242017958,0.461272253,7.044263471,89,0.144804527,3981312,59,,
89393627,0.078697908,0.108023148,0.032742822,8.103449759,93,0.160426667,1500000,122,,
90834437,0.632997515,0.294917942,0.044167345,23.22319373,99,0.928823424,4504428,175,,
91357025,0.367128593,0.17616684,0.441000902,14.14654183,94,0.188298347,18822188,167,,
92317233,0.413898078,0.200163544,0.158601581,7.539832914,99,0.964445364,1217700,68,,
92336148,0.758723525,0.223697829,0.035486111,22.68817311,99,0.718596491,1117200,19,,
92466227,0.359127783,0.206425564,0.411139242,6.712324965,89,0.131400966,2252160,186,,
93473094,0.236000507,0.159423523,0.417370701,6.907005805,96,0.417102427,3871488,21,,
93917546,0.732071003,0.401185772,0.004502203,21.60213989,91,0.124088966,3556674,19,,
94886803,0.264153047,0.259036292,0.368176628,21.92967925,94,0.394423756,18822188,192,,
95019293,0.263411141,0.214196588,0.321619624,11.27115991,73,0.191731771,3145728,160,,
95721252,0.476012949,0.312152959,0.440461013,16.14498376,99,0.96,3145728,157,,
96655810,0.535389298,0.091312688,0.433904883,7.019864585,90,0.171875,786432,182,,
97984449,0.456244281,0.337378119,0.369018221,21.81284863,94,0.891082457,3871488,189,,
99355212,0.702280761,0.384607856,0.026324976,17.70230369,80,0.094135802,3981312,55,,
100117038,0.739138116,0.166414326,0.248315761,19.75160403,96,0.560802327,5160588,108,,
100882570,0.653047609,0.372054668,0.037857627,16.71220971,98,0.503333333,3145728,97,,
101601008,0.55391173,0.376820907,0,23.18337352,96,0.457253886,1581056,65,,
102995966,0.094511089,0.142542104,0.377538447,5.967880078,80,0.062883436,2670592,115,,
103400056,0.253224536,0.275541117,0.159515328,23.9493833,97,0.729486511,2515479,93,,
104219737,0.271265947,0.22896622,0.402689405,18.61000414,98,0.884114583,786432,12,,
105620456,0.538436046,0.259487887,0.404352114,11.28659425,100,0.679045154,2656010,15,,
106456452,0.08905711,0.069181083,0.221387836,9.868786882,90,0.220266667,1920000,51,,
106652866,0.549442665,0.319127957,0.38438648,17.35495823,71,0.079712931,7990272,125,,
107505789,0.481450014,0.137887984,0.472068484,16.01578517,97,0.301566604,5076560,191,,
107799222,0.741857985,0.127744985,0.023642492,14.04295623,97,0.326396115,2952192,20,,
109825878,0.191365014,0.11238265,0.186498074,10.29164142,71,0.100520833,786432,148,,
110356262,0.201228732,0.19097258,0.158510353,6.513510003,99,0.124082366,4984560,63,,
113663782,0.673353517,0.354544573,0.124334375,17.10473821,85,0.145422222,5760000,143,,
113701797,0.700549426,0.303350314,0.049884033,11.22772038,99,0.736666667,3145728,6,,
115290990,0.751929685,0.100359253,0.182450261,7.142403042,97,0.362091145,5038848,139,,
117172917,0.808767463,0.062382552,0.123276916,14.19612659,90,0.064365452,3372741,151,,
120328351,0.296889455,0.133966467,0.364133591,7.08611888,80,0.114257813,3145728,12,,
120459577,0.294668774,0.121519343,0.362500592,17.26962147,99,0.966683375,957600,151,,
120983206,0.79813004,0.191876183,0.08595604,13.50340092,99,0.833459687,11423552,164,,
121123359,0.805516412,0.252053738,0.005462544,19.34785558,99,0.307897163,8854572,136,,
122346209,0.034732249,0.118993249,0.006111814,7.790296181,84,0.151041667,786432,58,,
122553631,0.256209246,0.144802533,0.432537823,10.2006759,98,0.503720851,6016000,15,,
122760647,0.557336391,0.387794382,0.082042203,12.58614542,99,0.93153525,2048670,162,,
123242995,0.447201821,0.291245737,0.422715193,17.46767487,99,1.006724732,5301600,27,,
125829275,0.238404592,0.146593806,0.216545937,5.88353332,89,0.156336088,5947392,160,,
127977276,0.508712943,0.339951401,0.151541604,22.50452237,94,0.780325926,1080000,13,,
128079586,0.131886551,0.108935684,0.068874076,22.20336951,99,0.921155124,1878240,164,,
128293583,0.692632084,0.223584727,0.390777608,17.05537619,100,0.755053595,3360760,197,,
128715765,0.443793243,0.363946,0.064412454,11.61583713,97,0.313181537,9106944,162,,
128781220,0.049183636,0.132208275,0.127952978,11.81302155,94,0.043305486,18822188,51,,
129023751,0.630040367,0.350631293,0.03586839,18.3246621,99,0.76113024,2342016,8,,
132921013,0.655874029,0.098371686,0.402226464,11.19952949,94,0.156639324,8099990,88,,
133829142,0.056464479,0.070179476,0.110829439,7.67783942,94,0.230987055,2531328,58,,
134343714,0.464973928,0.240681315,0.291048905,15.61664104,98,0.86487718,1123600,187,,
135352055,0.043171413,0.063429917,0.09718186,9.682475963,80,0.056916667,1228800,177,,
135403304,0.082868092,0.068550268,0.094076278,7.324797644,99,0.354074074,7077888,22,,
136287514,0.528914945,0.199286505,0.225597603,11.88452336,71,0.178385417,786432,24,,
136948336,0.463292046,0.343751176,0.104520531,24.0921591,99,0.787254951,7578736,78,,
137731604,0.040978051,0.14372253,0.044921415,6.541578321,79,0.037455497,2952624,58,,
137841242,0.313890834,0.328235798,0.37464271,20.92679852,99,0.796541277,6016000,112,,
138750201,0.60636104,0.325187281,0.050462865,23.30969598,100,0.9,3145728,146,,
139253033,0.414027073,0.349011021,0.176861602,10.52968436,85,0.08963139,13570560,24,,
139611767,0.168833753,0.102473747,0.437152369,7.646458154,80,0.105,1228800,96,,
139999071,0.227197506,0.154535354,0.426341188,16.19579221,73,0.173754001,5038848,177,,
141087919,0.659847366,0.189855797,0.249505638,17.36060337,99,0.410157279,14700000,135,,
141683460,0.295628386,0.383408602,0.430383323,12.64256941,92,0.10622428,7962624,118,,
142117255,0.226068652,0.211339351,0.374204998,11.16811147,84,0.110866009,3352804,176,,
142607218,0.130758617,0.177408437,0.293350226,19.81492461,100,0.805784084,3201226,41,,
143394138,0.322169016,0.329319411,0.352572367,8.993713025,80,0.05369305,3871488,183,,
143622689,0.663922154,0.359478208,0.107683311,23.10464865,80,0.12727955,1705600,108,,
143643298,0.095396613,0.101189236,0.236256106,6.515119577,97,0.219733333,4915200,177,,
143899204,0.216374561,0.288286042,0.342919813,15.67395221,99,0.35,3145728,89,,
144272742,0.113696588,0.149217345,0.46591599,15.5747372,99,0.634722512,6475929,21,,
145089144,0.210612817,0.135667761,0.271885808,9.603520129,100,0.773019608,6266880,190,,
145215893,0.067522584,0.095600119,0.117661373,6.721433877,75,0.106113033,1997568,177,,
145517507,0.458703916,0.34175375,0.235549799,6.410309047,80,0.103333333,1228800,195,,
146926363,0.364020816,0.293968612,0.169845762,6.206841658,71,0.065625,786432,190,,
147639760,0.797961231,0.120168594,0.278383814,12.67809938,99,0.960741983,8360301,164,,
147783170,0.106235664,0.113566003,0.101758425,17.12930039,71,0.129557292,786432,125,,
149795981,0.097346297,0.168362746,0.071677358,16.8282183,73,0.07125,1228800,191,,
149836125,0.072967287,0.072417175,0.061272888,15.55850773,90,0.29251339,3871488,155,,
149867784,0.655611432,0.210087067,0.220120319,20.18590069,100,0.927585342,868802,57,,
152780037,0.31062757,0.156621042,0.125314874,6.384674318,100,0.69,6291456,46,,
153557108,0.60552447,0.278090905,0.171979695,23.64671779,90,0.891998595,6195072,131,,
153876946,0.688284901,0.261866212,0.16020513,13.19664426,82,0.264322917,1572864,83,,
154270569,0.657398668,0.373557915,0.171428767,15.98838617,98,0.471466667,1920000,17,,
154603426,0.079398113,0.062426237,0.033196011,18.36858192,96,0.316889506,3871488,77,,
154740129,0.441550665,0.355480841,0.448811012,14.56259509,92,0.864379311,2474718,58,,
155289213,0.120467671,0.107930511,0.142283532,7.523814089,97,0.161403535,4079415,115,,
155365010,0.466333419,0.254259108,0.420505227,6.921009047,98,0.428333333,6291456,91,,
155711788,0.035993,0.082986908,0.025118656,5.932622234,93,0.151041667,3145728,58,,
155797839,0.409256496,0.231447433,0.223241485,23.20653611,97,0.878175075,5038848,187,,
156015117,0.362093543,0.356226681,0.190940148,9.034825122,100,0.742741333,3840000,176,,
156117321,0.466980075,0.353236075,0.280066344,7.445556675,100,0.501333333,960000,66,,
156266461,0.472067375,0.128777473,0.369292766,10.99991173,83,0.170190952,1997568,109,,
156451756,0.705689122,0.268019503,0.255150123,20.10046648,99,0.868266667,4915200,13,,
158100229,0.466431715,0.171782069,0.396827176,10.73763535,99,0.768279171,1760640,89,,
159144665,0.348838432,0.295633524,0.228081233,23.85879045,95,0.435833333,1228800,146,,
159838722,0.573795693,0.346160027,0.191850981,21.74050341,97,0.327626842,4832784,108,,
160123908,0.281463409,0.274387975,0.114330852,20.67648861,99,0.750616892,9080190,67,,
160981911,0.385678566,0.20745797,0.298344019,8.103579892,73,0.098777249,1078143,62,,
160999577,0.070322927,0.094936738,0.163047032,10.47240745,100,0.579423868,3981312,58,,
161483962,0.394036207,0.229879452,0.370881588,12.75393958,97,0.361296928,6588120,30,,
161551525,0.09686199,0.177029976,0.10063531,9.418297765,98,0.525,6291456,42,,
163208499,0.272999941,0.189885362,0.435253189,9.565537764,96,0.703372453,5038848,189,,
163666873,0.338380432,0.196478136,0.438062586,9.664797577,100,0.593333333,3145728,156,,
163977327,0.207410421,0.248351245,0.409314922,8.435032714,99,0.638976,1920000,166,,
165074300,0.372415489,0.060567457,0.386096566,13.36486971,85,0.110254216,6120546,185,,
166528976,0.629870745,0.325802194,0.345499656,12.53161352,97,0.300899908,4460544,83,,
169625095,0.669990134,0.105462664,0.330476753,9.940780117,86,0.190695886,1997568,148,,
169779095,0.609956539,0.331729747,0.243074068,24.3687931,97,0.719149045,7990272,104,,
171857013,0.210750434,0.081355383,0.293577601,8.894391153,99,0.421800851,6016000,22,,
174715115,0.171428917,0.065772952,0.128024902,8.151980877,90,0.16015625,786432,169,,
175326787,0.64646921,0.210719201,0.150411349,7.338359493,99,0.903944828,1716800,39,,
176663631,0.396776312,0.206068511,0.334858865,21.38315259,99,0.976608784,7225940,73,,
178403727,0.317765695,0.168307698,0.39118352,7.101440511,100,0.6,3145728,148,,
181220864,0.541344826,0.372222407,0.104340453,18.49468603,93,0.499568605,2266880,46,,
183156510,0.132539619,0.149082638,0.182073507,17.24726627,74,0.118928617,1997568,148,,
185458280,0.136497362,0.080531323,0.390073506,6.454489492,98,0.331851852,7077888,177,,
186520031,0.418085345,0.371263221,0,23.63233539,97,0.36872428,3981312,108,,
187485230,0.177864141,0.146155165,0.321932315,6.153070492,99,0.514178723,6016000,127,,
187499391,0.190101887,0.188414976,0.168884913,6.379627802,99,0.538580426,6016000,103,,
187640892,0.257865967,0.17382799,0.474985895,6.278620283,85,0.132256824,1997568,39,,
189899579,0.697994276,0.068996552,0.462680382,10.32483591,98,0.474074074,7962624,123,,
194278089,0.614240041,0.351406552,0.111528161,18.19178661,79,0.159532662,4640755,135,,
194369363,0.282578618,0.128550739,0.366344397,6.452177846,80,0.099578316,5038848,157,,
196734006,0.634423374,0.374201146,0.044609784,24.36813429,97,0.396319364,7990272,108,,
197324620,0.651127459,0.098546496,0.026917992,8.731773283,98,0.381911422,5271552,85,,
198187235,0.176372244,0.129031116,0.344386802,13.52587394,97,0.456533333,4915200,27,,
200825729,0.54421506,0.086770073,0.303495805,13.19662832,81,0.029557292,1572864,185,,
202351926,0.466903667,0.193517415,0.217172633,23.48976114,97,0.861866667,1228800,174,,
202551289,0.112766947,0.095971955,0.123982552,11.7912548,95,0.11839519,6642432,27,,
203950866,0.766417071,0.225068659,0.172650688,21.67509235,97,0.462933333,4915200,38,,
205662428,0.137495702,0.117304709,0.373956374,9.824898195,98,0.752966809,1504000,184,,
206294085,0.404932563,0.25399158,0.305083073,5.88712845,80,0.113333333,1228800,168,,
208949930,0.328746883,0.136992803,0.357386191,19.13319048,100,0.834735604,5891472,87,,
211562425,0.771498646,0.247734961,0.270475676,9.506098191,99,0.527470752,9124608,100,,
211603206,0.198634079,0.137917375,0.072855458,22.60289181,73,0.2304,4915200,181,,
213439801,0.200907766,0.170003604,0.328486098,7.223580348,99,0.802895882,4179176,21,,
213906996,0.636350655,0.069595442,0.363503578,17.59783535,100,0.691881199,3455439,101,,
214064484,0.30788272,0.323625566,0.439733032,16.42374597,72,0.22323613,3871488,185,,
215794898,0.357227861,0.076183601,0.341019516,6.916518314,97,0.416088154,5947392,96,,
218453569,0.526255165,0.310948901,0.374400616,19.47644229,71,0.220678596,4649513,44,,
218457399,0.480029526,0.278806289,0.29036647,25.19331365,79,0.93676815,956480,49,,
220183616,0.664439307,0.278083264,0.371263084,7.081602355,80,0.104493208,1224960,121,,
220503608,0.248081248,0.195722136,0.226088203,5.872853879,99,0.5825,1228800,56,,
222335349,0.697667445,0.175906633,0.116552438,17.29159619,100,0.632120088,9106944,173,,
223186789,0.309803611,0.070499323,0.463173951,14.52885228,80,0.110833333,1228800,183,,
223191871,0.303892592,0.339547139,0.367725598,17.58378846,95,0.37486592,1562500,30,,
224076897,0.367240021,0.083742474,0.475686145,13.69316202,95,0.362645059,2278724,33,,
226477214,0.558993438,0.213615487,0.261012025,7.681168013,100,0.595285333,1920000,168,,
228617373,0.133540385,0.057923527,0.050474673,6.644429247,80,0.063416667,1228800,71,,
229400288,0.174132915,0.204570498,0.392396661,9.40653333,99,0.46886289,9124608,184,,
231161527,0.779108795,0.257351426,0.455591085,13.78749107,100,0.606219,3130754,130,,
232327907,0.06845565,0.140337931,0.008484954,22.8856964,96,0.322829681,7990272,147,,
233025659,0.630802139,0.338473522,0.154291305,16.3678759,97,0.419956059,7340800,172,,
233045606,0.412962762,0.092792909,0.399956314,12.11990927,99,0.54241001,9124608,134,,
233045618,0.486796531,0.074503799,0.321023512,8.093161858,99,0.430940157,9124608,134,,
234944177,0.686755508,0.218013653,0.359290307,13.74120311,99,0.822361285,958800,8,,
239029957,0.491509551,0.248804316,0.426791591,23.57310191,80,0.716145833,786432,104,,
240236110,0.215533786,0.183641488,0.309488175,21.30905639,97,0.665364583,786432,90,,
240689125,0.554396458,0.101383992,0.32535684,7.850458265,100,0.553333333,3145728,167,,
242395156,0.264856955,0.298736789,0.374669138,5.642021766,99,0.498666667,1920000,177,,
242503451,0.122866552,0.178684673,0.293050805,8.109638808,83,0.127573361,3917056,149,,
244484608,0.557284073,0.229358203,0.108590435,5.898313388,73,0.065755208,786432,158,,
246188030,0.47538826,0.076874321,0.271388361,6.915063462,93,0.1015625,3145728,61,,
249590486,0.372943283,0.170591245,0.382419339,13.4080181,99,0.734724061,4538400,160,,
251925288,0.102669982,0.067375119,0.241023154,7.057088953,96,0.387309396,3871488,21,,
252435496,0.141758561,0.102857613,0.330830677,12.15906873,90,0.305904588,5038848,188,,
253771260,0.16206105,0.189238983,0.25289325,9.535328022,100,0.692967535,6718464,117,,
254969296,0.142510557,0.285258379,0.01738843,23.15131159,100,0.615885417,786432,72,,
255478501,0.143165684,0.106212676,0.253923871,10.8738716,88,0.302933333,1920000,157,,
255857546,0.233146308,0.185699104,0.2712666,20.92268383,94,0.292939477,10989056,112,,
255984640,0.253713027,0.156018768,0.41491418,15.85684481,100,0.759114583,786432,138,,
255985226,0.066257992,0.0655233,0.177347897,8.95650647,100,0.619791667,786432,22,,
257114018,0.079511098,0.079216423,0.123565964,14.2540798,97,0.316757333,7680000,21,,
257457837,0.183959483,0.115019836,0.428674276,11.4333121,80,0.087565104,3145728,183,,
258502837,0.414528337,0.368255361,0.178585692,20.64430324,99,0.916666667,3145728,65,,
258893048,0.410765814,0.377471225,0.156411843,7.431234785,97,0.264932766,6016000,196,,
260267679,0.620670761,0.1619816,0.38056366,16.72221418,84,0.291343284,1715200,54,,
261641635,0.479088902,0.317044975,0.09344737,21.06630453,74,0.278333333,1228800,132,,
262123064,0.634267372,0.151182911,0.351907642,8.882997206,87,0.210133333,1920000,174,,
264173063,0.523651461,0.389783223,0.145137316,6.223546206,97,0.179315053,3374976,117,,
264903403,0.80589453,0.283087686,0.25799639,22.94568877,99,0.513333333,3145728,3,,
268066639,0.401449677,0.250072282,0.331457803,6.176271492,98,0.354238683,7962624,189,,
268926698,0.6512614,0.200433831,0.218796261,5.932322859,98,0.29037037,7077888,34,,
269509962,0.318818156,0.329851964,0.192359447,21.61686666,99,0.932067556,1440000,48,,
271262860,0.7533324,0.070753158,0.053191213,14.21704283,99,0.445140377,2520500,185,,
271837545,0.77759564,0.34356727,0.012245872,16.25789656,86,0.074717703,5852000,71,,
272115602,0.185179497,0.184995853,0.403189483,10.82446455,98,0.626666667,6291456,51,,
272411695,0.239652503,0.110520918,0.374856536,6.39433052,92,0.32,1920000,58,,
272518935,0.587376362,0.103201789,0.194410671,12.47416859,100,0.946140417,6139798,52,,
273181633,0.540834691,0.362245924,0.089529335,19.28332581,99,0.3889394,18144000,200,,
273844105,0.499480897,0.335216209,0.175022214,17.04870716,99,0.800012207,3302964,90,,
274223521,0.123596436,0.07276193,0.074251331,9.181770822,99,0.569671422,1802920,115,,
274390572,0.293175792,0.16308508,0.150979705,6.158408198,97,0.228491228,1824000,6,,
